RNA_hp1:Dividing_cell	RNA_hp1:Endodermis	RNA_hp1:Epidermis	RNA_hp1:Inner_cortex	RNA_hp1:Outer_cortex	RNA_hp1:Pericycle	RNA_hp1:Phloem	RNA_hp1:Pith	RNA_hp1:Procambium	RNA_hp1:Trichome	RNA_hp1:Unknown	RNA_hp1:Vascular_parenchyma	RNA_hp1:Xylem	RNA_hp2:Dividing_cell	RNA_hp2:Endodermis	RNA_hp2:Epidermis	RNA_hp2:Inner_cortex	RNA_hp2:Outer_cortex	RNA_hp2:Pericycle	RNA_hp2:Phloem	RNA_hp2:Pith	RNA_hp2:Procambium	RNA_hp2:Trichome	RNA_hp2:Unknown	RNA_hp2:Vascular_parenchyma	RNA_hp2:Xylem
Glyma.16G213400	17	14	20	21	86	20	28	86	84	34	6	101	5	18	18	23	16	125	18	43	122	72	52	15	145	8
Glyma.16G213500	9	7	8	10	45	9	7	38	19	32	4	17	3	9	12	10	7	52	8	8	37	20	34	8	28	9
Glyma.16G213700	70	112	156	70	548	142	82	367	232	550	43	645	14	59	114	236	69	677	138	77	416	302	617	46	761	9
Glyma.16G214613	0	3	0	1	5	2	3	5	4	6	3	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.16G214669	16	14	24	8	337	41	11	179	77	105	22	166	65	20	12	43	21	375	49	29	233	118	114	28	237	46
Glyma.16G214800	7	19	32	18	114	29	12	100	24	158	1	62	0	4	11	43	14	162	23	17	86	18	205	5	86	4
Glyma.16G214900	5	4	8	24	101	3	11	68	41	18	7	61	13	3	14	21	25	107	3	8	67	38	14	11	66	15
Glyma.16G215500	12	19	16	10	52	13	11	57	46	41	8	38	7	23	19	28	15	104	18	21	65	50	65	5	51	14
Glyma.16G215600	2	6	3	2	5	1	2	8	8	27	0	9	3	1	5	6	0	8	2	5	11	11	29	0	16	2
Glyma.16G216100	21	18	23	17	111	16	22	74	61	56	3	51	3	32	19	25	19	127	15	20	73	51	53	9	63	10
Glyma.16G216200	19	3	6	10	36	10	13	31	33	7	1	24	4	26	8	12	18	51	11	28	34	50	14	5	38	5
Glyma.16G216300	7	3	10	3	77	1	3	13	25	10	2	8	0	7	1	13	7	77	4	3	8	33	12	0	11	2
Glyma.16G217100	11	4	5	8	83	29	15	31	18	61	2	9	2	8	5	6	5	126	13	21	42	12	90	3	21	5
Glyma.16G217300	88	27	62	143	352	49	68	266	187	63	16	279	24	83	39	104	145	409	64	89	236	212	63	23	291	32
Glyma.16G217700	15	24	29	28	114	15	35	52	58	40	1	56	7	20	27	41	23	128	30	62	52	72	38	11	60	12
Glyma.16G217900	12	3	10	17	40	4	5	26	22	17	14	35	7	11	3	15	7	59	6	6	32	31	29	10	31	10
Glyma.16G218000	12	19	33	31	159	9	13	84	40	247	5	61	3	18	22	64	35	173	17	10	105	41	181	11	107	5
Glyma.16G218200	3	2	5	2	28	3	20	17	28	12	16	11	52	4	1	9	1	18	4	12	31	24	9	7	12	42
Glyma.16G218500	10	8	11	26	93	13	36	55	82	10	11	111	5	8	13	27	29	111	11	36	83	96	19	22	88	10
Glyma.16G218700	14	5	3	1	5	3	2	13	24	13	0	8	3	28	6	1	3	9	0	5	8	43	8	3	15	1
Glyma.16G218800	5	4	10	9	42	4	5	32	21	10	5	24	3	15	16	5	16	50	4	12	51	30	21	10	42	5
Glyma.16G219000	21	11	5	17	52	8	8	33	38	17	4	32	13	30	4	13	24	87	16	25	51	48	22	6	43	28
Glyma.16G219100	45	34	35	57	181	36	35	158	110	98	3	123	21	38	43	34	39	198	32	39	150	128	85	13	132	24
Glyma.16G219200	23	12	9	13	54	4	21	42	42	29	9	36	11	15	16	19	13	57	8	16	43	39	31	2	46	6
Glyma.16G219400	5	7	9	19	135	10	10	88	20	84	5	27	2	6	16	22	26	170	13	6	79	11	103	3	42	8
Glyma.16G219500	23	17	27	43	144	16	30	102	46	41	20	92	5	16	14	46	47	158	16	27	79	48	34	28	76	7
Glyma.16G219900	11	8	12	16	51	7	8	40	20	16	5	37	1	10	12	16	12	71	8	10	28	30	30	2	50	5
Glyma.16G220100	7	9	7	10	53	3	6	40	20	17	2	18	2	9	8	16	5	50	4	10	30	32	12	5	22	8
Glyma.16G220200	2	2	6	3	25	1	3	7	3	1	1	16	0	4	0	11	3	44	2	2	11	9	2	3	14	0
Glyma.16G220300	3	2	9	1	16	1	4	7	7	6	1	6	48	4	3	8	3	11	1	9	7	9	5	0	8	76
Glyma.16G220600	1	5	0	3	17	4	7	53	1	4	0	9	11	2	2	1	7	30	0	0	48	7	0	5	9	7
Glyma.16G220800	11	7	2	7	23	1	10	15	19	10	4	21	2	12	8	2	3	28	6	11	30	19	7	2	17	2
Glyma.16G221200	13	9	3	5	24	4	4	23	25	14	2	16	2	17	5	5	8	44	4	7	30	16	19	7	26	2
Glyma.16G221400	1	1	2	5	11	1	3	4	11	3	1	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.16G221700	18	6	5	9	31	4	8	40	53	25	1	26	1	35	10	6	8	33	12	6	29	54	34	3	30	4
Glyma.16G222300	17	31	19	25	133	21	17	79	60	80	0	77	10	23	41	40	31	163	15	19	88	68	115	3	86	9
Glyma.17G000100	25	17	19	16	107	11	15	62	62	79	3	72	9	29	31	18	23	113	19	27	91	80	82	11	63	6
Glyma.17G000300	3	2	1	2	11	1	7	9	8	3	0	4	2	2	4	2	0	15	2	4	7	5	2	5	7	1
Glyma.17G000400	20	12	15	3	33	5	11	37	47	24	5	38	6	34	12	19	8	70	8	24	39	52	22	8	47	8
Glyma.17G000500	16	14	19	22	80	16	23	67	39	35	9	49	10	32	11	19	24	114	6	30	84	62	37	11	53	12
Glyma.17G000600	50	12	38	40	136	15	29	121	103	39	10	93	9	42	24	53	39	164	19	22	100	113	67	10	110	7
Glyma.17G000700	17	17	9	28	130	17	8	49	67	24	4	48	10	18	17	26	20	148	22	21	79	70	42	8	80	5
Glyma.17G000800	8	1	6	6	21	9	6	26	11	5	5	7	2	13	7	4	4	30	2	7	28	13	4	1	14	2
Glyma.17G000900	4	3	1	3	20	4	8	15	13	3	0	14	3	3	5	4	8	27	5	0	19	14	6	1	17	1
Glyma.17G001100	60	60	66	68	310	45	91	206	217	110	16	213	27	113	68	74	78	306	51	179	276	248	165	41	246	22
Glyma.17G001400	26	15	14	12	57	12	31	55	64	15	2	58	7	41	12	23	18	81	12	40	80	61	22	9	70	9
Glyma.17G001500	40	16	31	36	179	21	39	126	114	43	7	106	51	45	43	55	47	198	25	66	112	145	49	20	123	76
Glyma.17G001700	56	32	29	40	138	24	32	107	91	56	14	100	16	95	41	39	33	192	22	42	106	124	62	29	104	22
Glyma.17G001900	34	23	30	27	125	22	24	84	106	30	14	88	7	32	24	41	36	148	18	42	96	95	39	13	97	11
Glyma.17G002000	29	19	17	30	129	12	28	94	63	44	11	71	20	38	37	30	33	136	21	30	81	86	40	21	78	20
Glyma.17G002100	11	15	68	11	82	3	11	52	43	12	10	22	9	8	24	102	11	92	9	15	50	43	13	4	30	9
Glyma.17G002300	18	14	14	21	71	7	31	56	75	34	20	68	7	42	19	41	23	102	14	39	63	83	36	37	88	20
Glyma.17G002400	16	16	13	12	86	15	17	53	61	46	10	37	2	27	20	18	9	79	20	22	41	57	48	8	56	4
Glyma.17G002500	23	2	6	13	39	3	7	22	19	8	2	21	2	31	5	15	10	42	10	3	25	29	4	3	27	5
Glyma.17G002600	31	22	21	25	141	15	14	94	65	46	4	52	6	39	24	51	26	161	25	34	124	98	50	5	106	14
Glyma.17G002702	1	3	2	2	7	0	0	11	4	8	0	8	0	1	3	5	1	8	2	3	13	5	13	1	3	0
Glyma.17G002900	8	3	9	2	31	0	2	16	13	10	1	12	2	5	9	17	11	53	2	5	22	10	8	1	25	4
Glyma.17G003000	23	4	29	18	114	0	17	68	39	7	5	54	11	30	4	37	23	127	1	13	57	29	1	3	49	25
Glyma.17G003200	4	4	2	4	21	0	1	12	17	29	1	12	1	6	2	3	3	21	3	2	30	7	23	2	17	5
Glyma.17G003300	16	22	23	22	119	15	17	86	35	58	9	58	5	20	19	37	18	144	11	20	67	44	73	8	60	7
Glyma.17G003400	21	11	8	13	50	9	22	36	20	23	3	26	7	25	9	15	6	54	5	20	47	29	19	5	28	11
Glyma.17G003600	11	11	9	15	70	9	8	41	36	34	3	31	8	7	8	11	20	65	6	13	41	26	32	2	38	4
Glyma.17G003700	26	10	12	35	96	4	13	56	47	10	3	38	2	30	10	26	33	113	10	17	57	71	15	3	59	7
Glyma.17G003900	9	1	13	17	51	2	9	17	17	5	2	24	2	9	3	10	12	55	4	17	29	21	10	4	43	0
Glyma.17G004300	22	6	8	9	32	6	20	25	30	15	7	22	6	44	4	7	9	41	6	11	25	35	26	11	29	1
Glyma.17G004400	8	0	5	4	20	2	4	24	11	12	3	12	4	2	4	8	7	39	4	9	36	13	17	4	20	2
Glyma.17G004500	6	0	1	1	1	0	1	31	11	1	0	0	1	4	0	0	0	2	1	2	30	14	1	0	5	2
Glyma.17G004700	3	2	5	4	26	1	2	3	3	32	1	3	1	2	0	13	2	26	1	1	7	8	24	1	2	0
Glyma.17G004800	8	3	16	9	36	2	9	32	29	24	7	29	7	10	11	7	18	34	4	15	27	24	23	7	29	2
Glyma.17G005100	15	15	19	9	64	8	17	49	60	134	5	71	66	24	8	40	27	123	14	13	63	66	178	14	105	74
Glyma.17G005300	7	14	13	12	76	11	17	69	49	44	16	40	17	13	12	25	18	83	17	14	60	54	64	10	49	19
Glyma.17G005500	52	46	59	62	221	66	59	186	141	117	9	160	12	79	58	74	71	292	54	58	185	157	139	26	199	29
Glyma.17G006100	1	0	0	1	7	0	40	13	2	0	1	9	0	3	3	0	2	9	1	80	22	3	1	0	7	3
Glyma.17G006200	13	1	4	8	19	6	4	46	14	2	4	25	2	20	3	8	8	17	5	8	30	20	2	3	23	0
Glyma.17G006300	10	22	27	26	92	13	16	56	40	34	5	44	6	6	33	36	8	113	14	9	47	25	25	4	39	22
Glyma.17G007300	13	14	17	15	81	13	12	64	37	44	5	31	5	12	12	26	18	88	22	19	53	43	33	8	39	8
Glyma.17G007400	5	5	11	6	16	17	30	27	42	1	2	26	17	6	0	4	3	13	20	20	66	48	4	5	62	5
Glyma.17G007600	17	13	25	6	126	41	43	146	61	97	2	107	11	20	9	37	15	164	29	87	259	101	113	9	182	22
Glyma.17G007900	19	11	57	50	202	9	26	166	105	59	18	140	34	19	29	87	47	261	18	48	244	129	105	30	184	45
Glyma.17G008000	7	52	9	21	63	11	9	73	47	276	2	40	36	14	96	17	45	61	14	16	54	40	353	7	45	47
Glyma.17G008100	9	19	8	8	41	5	13	32	41	26	7	22	8	11	20	12	9	40	7	9	34	47	21	11	42	5
Glyma.17G008200	8	12	4	19	78	11	15	58	37	23	14	35	5	14	18	8	24	50	4	16	47	31	19	18	39	5
Glyma.17G008400	6	8	6	18	74	14	18	71	41	85	12	41	13	11	14	18	18	81	10	23	78	79	75	7	73	15
Glyma.17G008500	72	56	102	117	521	49	110	339	222	153	39	294	21	65	35	56	72	432	21	70	236	190	120	41	181	35
Glyma.17G008600	8	6	1	1	10	11	5	11	22	11	6	15	16	13	4	6	5	12	7	5	12	29	10	3	16	15
Glyma.17G008700	3	0	0	1	14	1	1	8	9	5	0	7	0	6	6	4	4	9	0	5	3	15	3	3	11	1
Glyma.17G009000	9	2	4	4	26	2	11	17	16	10	3	17	8	14	3	4	6	39	3	12	23	25	15	6	26	7
Glyma.17G009100	4	0	7	9	25	10	7	21	23	8	1	15	4	8	7	7	3	34	1	5	17	18	12	1	22	3
Glyma.17G009400	14	7	8	13	55	8	9	40	36	25	8	45	4	15	12	27	13	80	6	29	48	33	47	13	41	4
Glyma.17G009500	12	2	5	3	39	6	2	23	12	20	4	7	1	30	6	10	11	63	1	5	17	12	16	7	15	2
Glyma.17G009700	6	0	8	7	17	4	4	17	23	19	2	17	0	17	2	8	6	28	4	14	16	29	17	2	17	2
Glyma.17G010100	32	22	27	61	156	35	50	119	146	68	9	173	24	39	43	29	62	204	37	86	140	156	82	17	160	17
Glyma.17G010400	18	20	75	38	176	11	13	88	45	15	4	64	6	24	18	126	61	288	10	29	94	42	33	2	86	11
Glyma.17G010500	140	90	554	253	1214	99	122	521	406	339	41	717	44	219	117	895	332	2038	117	216	758	575	324	151	1196	116
Glyma.17G010600	5	13	41	11	52	7	27	43	29	49	2	29	5	9	12	77	11	67	5	28	55	41	42	7	40	0
Glyma.17G010750	27	17	11	13	74	11	13	50	36	28	9	35	5	33	22	15	10	99	7	6	41	54	27	12	52	2
Glyma.17G011400	9	5	18	5	56	7	7	46	13	371	4	42	3	8	19	34	10	81	10	9	30	11	391	8	29	4
Glyma.17G011500	10	0	3	5	27	14	219	31	24	6	4	57	12	12	5	9	8	29	13	323	49	49	4	14	66	24
Glyma.17G012000	5	4	7	10	111	6	9	49	23	14	1	28	20	9	1	9	10	100	9	8	50	28	12	0	34	20
Glyma.17G012200	10	2	7	1	19	1	3	36	12	2	0	9	0	14	1	17	1	36	1	2	38	13	4	1	16	2
Glyma.17G012300	54	9	89	55	306	9	23	258	83	16	17	197	2	79	13	177	123	432	13	38	452	132	16	27	316	13
Glyma.17G012400	9	2	2	3	11	4	3	9	12	7	5	15	1	22	3	7	7	21	1	2	14	18	2	8	12	4
Glyma.17G012500	5	4	8	5	21	5	10	21	21	5	7	14	2	16	4	9	4	34	2	11	24	17	6	1	28	0
Glyma.17G012600	4	0	5	1	14	0	1	12	16	5	4	6	4	2	0	1	0	11	0	0	10	31	3	5	14	6
Glyma.17G012800	6	5	3	2	12	0	5	7	9	16	1	15	2	3	14	2	0	17	1	2	1	10	11	0	15	0
Glyma.17G013000	6	16	40	58	266	11	25	111	63	22	12	85	11	5	34	41	54	298	14	38	107	83	42	22	89	11
Glyma.17G013200	45	16	23	15	103	9	18	91	113	20	27	138	5	38	9	41	31	126	11	21	93	137	17	41	148	4
Glyma.17G013600	51	40	31	35	135	28	59	75	106	44	13	168	11	103	44	68	24	247	32	59	89	149	45	22	215	26
Glyma.17G013800	22	13	11	29	46	14	15	61	76	15	3	109	5	29	5	8	19	41	13	14	59	95	13	13	120	0
Glyma.17G013900	3	0	1	2	7	0	1	12	13	1	0	9	0	4	0	1	2	26	2	5	13	9	3	0	7	0
Glyma.17G014000	9	3	4	8	32	1	4	28	45	11	2	26	1	7	2	3	17	34	3	14	40	53	6	3	53	0
Glyma.17G014800	26	30	32	40	134	22	35	106	84	72	14	85	18	40	26	34	34	151	31	38	103	96	89	16	125	19
Glyma.17G014900	50	4	0	2	27	0	6	13	15	11	0	5	0	49	5	4	1	17	1	6	12	14	15	1	7	0
Glyma.17G015000	19	31	16	37	117	22	17	85	114	61	7	104	1	28	47	20	27	124	27	17	104	151	71	13	146	2
Glyma.17G015200	30	17	13	27	95	8	13	54	132	18	7	46	23	33	23	26	34	101	11	23	61	172	21	12	62	47
Glyma.17G015400	4	2	17	4	16	1	2	7	9	49	2	3	1	7	7	63	3	25	1	3	1	8	48	0	11	0
Glyma.17G015600	1	0	3	3	33	1	1	5	4	0	1	5	0	2	0	2	3	26	0	1	7	9	2	0	3	0
Glyma.17G015800	4	1	5	1	13	1	2	7	8	4	0	13	2	6	1	3	3	18	0	4	6	9	2	3	4	4
Glyma.17G016000	19	11	15	19	116	7	28	74	96	33	4	58	9	15	12	36	24	157	7	13	70	95	29	6	61	14
Glyma.17G016200	6	2	4	6	22	3	2	24	15	9	3	12	3	10	4	6	7	42	1	8	24	17	9	2	25	6
Glyma.17G016300	27	26	28	67	157	63	38	166	61	38	23	115	23	53	37	30	55	145	37	37	154	117	55	32	140	20
Glyma.17G016700	2	4	4	4	22	2	2	18	15	7	3	11	2	2	1	11	7	27	6	2	17	13	6	11	10	3
Glyma.17G016800	15	2	9	19	76	6	8	132	38	8	11	32	6	20	13	13	28	116	3	11	139	48	15	3	43	12
Glyma.17G017000	3	0	3	3	7	0	1	3	5	3	0	7	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.17G017100	2	0	1	3	23	0	0	8	3	0	1	3	1	4	0	2	3	27	1	0	11	3	4	2	8	0
Glyma.17G017300	20	21	16	45	128	10	18	119	93	38	11	122	12	29	20	43	42	178	8	15	121	119	61	21	121	17
Glyma.17G017500	4	11	3	8	62	12	6	25	10	22	1	12	0	2	15	5	9	80	5	8	29	12	58	1	30	1
Glyma.17G017700	5	1	2	1	5	1	3	3	42	4	1	8	12	6	3	2	1	14	1	4	13	37	3	2	28	7
Glyma.17G018200	8	1	6	2	33	5	8	27	21	9	4	22	7	17	4	13	6	43	12	22	32	30	12	4	22	4
Glyma.17G018600	27	9	10	14	54	10	18	37	42	19	3	31	2	45	10	13	11	57	10	21	31	50	23	15	48	8
Glyma.17G018800	34	21	23	275	321	13	30	198	81	44	15	122	7	32	31	52	274	463	22	31	235	80	68	17	134	9
Glyma.17G019000	1	6	63	44	134	5	4	55	6	17	3	12	20	9	4	68	46	164	7	1	52	8	28	1	11	33
Glyma.17G019100	31	31	46	29	158	22	33	107	69	61	5	123	21	34	47	80	40	236	43	57	151	74	97	13	155	27
Glyma.17G019800	15	7	5	8	37	5	8	31	27	11	4	20	4	13	13	4	13	51	4	16	29	37	9	4	26	3
Glyma.17G019900	9	8	6	19	33	8	5	40	30	21	4	34	6	21	14	7	11	52	8	5	41	35	21	7	37	4
Glyma.17G020500	7	5	0	3	29	3	7	23	7	16	1	14	2	9	5	9	3	31	4	5	30	8	24	2	10	5
Glyma.17G020600	10	12	29	131	451	13	20	207	29	84	10	137	10	6	21	77	129	544	24	16	222	19	138	7	104	6
Glyma.17G020700	25	3	22	43	183	11	17	91	28	29	7	66	6	27	13	37	47	193	21	19	84	24	46	11	73	4
Glyma.17G020900	2	0	4	1	9	3	1	3	3	11	1	11	0	0	0	8	0	17	4	5	11	10	29	2	7	1
Glyma.17G021000	58	43	48	54	245	32	50	199	101	127	17	210	19	62	50	99	66	372	53	88	264	159	256	48	285	31
Glyma.17G021100	8	12	51	11	245	5	12	80	30	95	9	49	5	6	6	87	13	236	9	14	81	33	128	17	52	8
Glyma.17G021200	11	7	36	11	100	6	6	33	23	79	5	25	3	14	7	53	8	145	7	12	64	38	116	11	42	17
Glyma.17G021400	11	6	12	1	50	1	4	77	35	15	0	31	3	16	4	34	8	75	4	7	93	61	24	4	93	5
Glyma.17G021500	3	2	1	2	6	3	1	13	4	2	1	8	1	13	2	1	1	11	4	5	11	7	11	4	9	2
Glyma.17G021700	34	28	20	24	81	8	27	72	112	25	8	78	15	65	27	47	29	94	22	40	65	145	41	13	104	11
Glyma.17G021800	60	88	176	157	799	128	88	736	226	180	42	633	33	69	78	348	195	942	141	113	771	211	192	64	671	34
Glyma.17G022300	142	76	134	168	490	120	202	468	378	210	48	441	42	188	120	176	185	572	135	223	526	426	219	83	623	57
Glyma.17G022400	3	4	8	4	39	2	6	15	27	1	0	22	8	1	5	10	15	48	0	2	20	24	5	6	19	8
Glyma.17G022700	5	5	5	11	47	1	3	27	53	11	4	21	5	7	13	7	11	61	6	3	27	59	13	3	41	6
Glyma.17G022800	8	1	1	3	15	6	6	13	21	2	4	36	2	16	4	1	5	6	2	12	12	30	4	7	44	7
Glyma.17G022900	9	9	24	8	70	6	9	33	25	41	1	20	4	14	20	37	11	105	2	16	36	29	68	4	31	2
Glyma.17G023100	2	6	183	4	19	2	6	4	7	6	1	7	1	3	3	361	2	24	2	4	6	6	5	0	10	5
Glyma.17G023300	20	3	6	12	31	5	7	16	24	7	3	12	3	15	3	2	7	51	1	5	20	31	15	6	24	4
Glyma.17G023400	18	11	15	17	85	14	9	59	33	18	3	35	6	7	15	24	18	139	8	9	56	39	27	4	51	8
Glyma.17G023600	144	12	22	51	85	22	89	88	193	35	7	128	41	166	22	43	41	81	28	71	85	207	19	6	182	42
Glyma.17G023700	5	3	3	7	26	2	11	23	18	9	0	15	7	5	2	4	7	38	5	9	19	14	10	1	25	9
Glyma.17G024000	52	28	44	55	119	45	58	48	86	17	9	147	9	46	33	28	75	134	61	36	51	106	21	22	137	9
Glyma.17G024200	8	8	11	13	57	10	12	31	37	13	1	38	11	10	10	13	13	54	4	22	38	54	22	3	51	10
Glyma.17G024400	4	5	6	10	40	2	2	30	19	7	2	18	2	3	6	9	16	53	3	6	24	20	5	6	24	3
Glyma.17G024600	43	41	62	59	289	30	63	221	152	100	10	154	39	71	45	70	54	310	37	84	267	191	104	32	194	40
Glyma.17G024700	16	21	16	20	87	12	16	78	43	57	9	74	4	20	29	28	27	127	16	26	58	52	69	16	74	6
Glyma.17G024800	23	44	29	43	169	45	35	124	77	158	8	99	5	29	42	34	36	169	19	42	103	82	176	10	95	13
Glyma.17G025200	26	22	26	23	150	29	32	95	76	62	6	97	10	35	31	48	20	148	16	32	99	84	60	12	111	20
Glyma.17G025500	5	2	11	1	19	5	3	16	8	7	5	11	0	8	8	4	0	8	1	1	14	8	8	2	17	0
Glyma.17G025600	11	30	25	23	111	26	34	77	47	32	4	90	5	15	31	29	28	128	38	45	95	79	47	11	109	4
Glyma.17G025800	5	2	4	10	37	5	9	25	24	11	4	20	4	9	4	6	21	55	1	10	36	35	12	5	27	6
Glyma.17G026100	4	5	7	12	41	4	65	17	37	26	4	33	0	11	2	6	11	53	3	110	29	32	19	3	28	0
Glyma.17G026400	12	8	19	32	133	4	16	64	65	21	14	67	2	21	7	43	53	189	7	28	79	111	22	31	90	11
Glyma.17G026500	46	16	15	28	109	20	27	76	77	37	9	80	7	81	26	23	17	112	17	55	76	127	65	16	97	10
Glyma.17G026600	24	4	13	15	67	9	10	49	37	33	6	25	8	25	13	13	16	86	12	13	60	40	33	9	37	4
Glyma.17G026900	8	2	3	6	19	3	6	16	18	15	2	11	1	3	4	5	9	29	5	12	11	19	9	1	8	2
Glyma.17G027100	8	7	11	5	35	4	15	39	30	14	2	24	2	16	16	10	15	53	6	8	35	26	20	9	23	4
Glyma.17G027200	38	14	22	22	83	8	34	84	69	30	7	45	45	47	14	20	27	118	5	25	76	88	22	12	83	64
Glyma.17G027600	19	21	4	13	38	10	22	24	48	23	29	32	5	27	19	12	18	32	6	22	27	58	13	53	66	10
Glyma.17G027700	8	12	13	28	126	13	16	74	44	55	6	41	7	11	20	21	13	139	18	18	87	30	83	6	36	7
Glyma.17G028000	32	13	95	90	511	15	36	212	101	42	17	113	23	37	18	168	118	777	7	25	181	106	39	23	157	19
Glyma.17G028100	2	1	6	2	20	0	1	13	15	5	2	6	2	3	1	6	3	29	1	4	18	7	2	1	3	0
Glyma.17G028300	15	4	9	8	28	6	8	36	19	16	6	17	1	10	3	9	1	41	5	13	28	34	28	4	22	0
Glyma.17G028800	3	5	5	6	23	5	8	14	10	7	3	24	2	6	4	5	7	49	5	10	17	11	9	5	19	1
Glyma.17G028900	8	4	9	11	51	2	15	38	27	18	0	25	5	11	10	8	3	50	11	6	20	21	16	4	20	11
Glyma.17G029200	7	36	4	16	40	10	9	29	33	28	0	26	2	8	47	9	23	57	26	13	19	51	59	1	29	1
Glyma.17G029400	3	3	0	1	5	2	8	10	8	5	1	6	2	2	3	0	2	7	0	9	6	9	1	0	3	1
Glyma.17G029600	41	11	12	12	45	7	9	51	64	24	3	40	1	50	17	20	20	57	13	19	65	63	26	9	48	3
Glyma.17G029800	9	3	2	3	24	8	2	26	18	8	2	16	0	20	6	5	5	18	2	2	32	19	11	0	18	2
Glyma.17G030200	41	25	56	45	215	26	57	147	89	206	19	139	15	17	19	44	20	121	14	17	90	49	231	11	88	13
Glyma.17G030500	5	2	4	4	18	1	2	13	16	13	3	8	0	2	4	2	4	22	3	3	15	11	8	0	14	3
Glyma.17G030600	12	17	21	33	204	16	14	84	45	53	5	78	14	13	20	30	21	218	13	25	72	50	57	9	71	9
Glyma.17G030700	41	28	56	43	265	14	59	156	80	180	36	169	15	54	29	114	79	380	22	86	256	128	196	49	270	15
Glyma.17G030900	16	0	0	1	8	4	6	5	20	3	1	10	5	18	6	6	2	9	1	7	9	21	4	0	13	3
Glyma.17G031000	16	3	5	5	25	0	5	11	20	8	1	15	2	21	3	1	7	20	2	7	15	22	14	6	17	0
Glyma.17G031700	12	13	11	14	99	9	18	57	62	35	4	51	9	20	21	21	13	121	11	22	69	69	37	11	60	9
Glyma.17G031800	3	4	1	2	16	0	3	23	4	15	1	7	0	5	2	3	0	30	4	1	10	8	26	0	11	0
Glyma.17G031900	11	25	13	24	76	12	16	57	45	73	11	42	5	17	27	10	18	111	17	12	77	69	71	9	57	4
Glyma.17G032000	8	1	3	3	17	6	5	7	12	0	3	10	3	6	5	2	6	13	6	6	7	12	8	8	14	0
Glyma.17G032100	6	3	4	13	28	7	7	19	18	12	1	19	4	13	5	12	5	40	9	9	24	30	11	2	24	15
Glyma.17G032200	17	9	6	9	42	6	6	34	36	13	9	35	5	37	11	13	10	65	11	18	51	51	23	5	39	8
Glyma.17G032300	10	8	45	5	13	2	2	14	23	11	2	8	5	20	17	40	5	26	6	1	19	29	5	5	17	4
Glyma.17G032400	33	24	43	48	179	35	33	120	90	69	14	113	18	41	39	52	54	224	29	41	145	107	79	16	154	18
Glyma.17G032500	22	13	21	17	83	12	23	62	43	28	6	39	9	28	16	15	16	57	10	22	43	58	34	8	61	10
Glyma.17G032600	4	3	4	4	11	0	11	4	2	3	3	16	0	3	1	1	1	6	4	38	3	6	3	3	14	2
Glyma.17G032800	5	11	9	12	60	11	14	33	20	17	4	27	6	1	9	27	13	79	1	15	36	28	16	3	34	2
Glyma.17G033100	4	1	9	6	30	0	14	19	20	8	3	10	2	6	1	8	7	45	2	7	26	23	7	2	21	0
Glyma.17G033400	9	11	17	30	142	10	21	92	45	15	1	78	8	19	7	16	46	150	8	8	102	55	26	11	125	4
Glyma.17G033600	0	0	41	0	3	1	1	4	2	0	0	3	5	1	0	46	2	4	1	2	4	1	0	0	4	6
Glyma.17G033700	32	22	36	71	190	12	58	142	119	35	11	183	7	36	25	62	78	207	30	64	148	126	35	21	246	5
Glyma.17G033950	1	2	27	4	2	1	3	1	0	2	1	7	1	3	1	43	2	7	0	2	4	2	6	0	5	2
Glyma.17G034100	8	4	4	24	78	6	10	40	24	10	5	25	7	8	6	6	26	77	5	4	49	46	13	9	25	9
Glyma.17G034500	5	2	5	6	44	2	4	36	29	3	3	33	1	16	7	9	11	60	8	9	41	33	6	7	45	4
Glyma.17G034800	18	14	4	5	48	5	5	24	36	52	5	42	3	36	11	10	12	48	7	22	28	27	40	9	29	2
Glyma.17G034900	46	68	83	50	235	55	38	202	84	267	13	212	12	103	100	170	102	415	104	92	386	188	483	38	366	27
Glyma.17G035000	33	4	3	7	19	9	16	27	56	3	1	39	9	41	1	1	6	32	5	14	26	105	9	2	51	2
Glyma.17G035200	22	10	16	25	89	9	13	81	62	28	12	62	4	17	15	14	22	78	8	11	62	52	21	18	64	4
Glyma.17G035301	16	15	12	21	72	7	21	57	48	16	9	46	3	30	21	20	31	158	10	22	73	76	23	16	69	5
Glyma.17G035400	15	4	26	27	15	0	10	20	14	54	3	5	2	27	4	61	24	23	0	24	52	13	60	2	10	2
Glyma.17G035500	16	11	29	40	155	12	20	118	61	42	9	77	13	26	30	32	32	203	16	27	129	68	60	15	78	7
Glyma.17G035700	14	7	12	13	51	10	16	50	28	27	6	33	2	11	11	22	13	71	9	13	46	30	35	6	43	2
Glyma.17G035800	21	31	40	52	201	12	40	135	83	68	6	122	7	26	34	51	51	245	20	41	173	68	95	17	160	13
Glyma.17G036000	8	4	13	3	36	5	2	21	17	23	2	24	0	4	8	17	2	50	6	9	18	14	22	1	39	1
Glyma.17G036500	39	14	20	11	63	11	10	64	41	32	9	46	4	46	19	29	20	91	8	18	68	57	35	10	51	3
