RNA_en1:Cortex_Epidermis	RNA_en1:Endodermis	RNA_en1:Nodule_infected_cell	RNA_en1:Nodule_meritem	RNA_en1:Nodule_uninfected_cell	RNA_en1:Pericycle	RNA_en1:Phloem	RNA_en1:Procambium	RNA_en1:Xylem	RNA_en2:Cortex_Epidermis	RNA_en2:Endodermis	RNA_en2:Nodule_infected_cell	RNA_en2:Nodule_meritem	RNA_en2:Nodule_uninfected_cell	RNA_en2:Pericycle	RNA_en2:Phloem	RNA_en2:Procambium	RNA_en2:Xylem
Glyma.03G056900	95	0	2	3	9	4	3	2	0	114	1	1	0	6	2	0	1	1
Glyma.03G087500	144	1	12	3	9	8	8	18	2	133	0	6	1	6	4	0	27	0
Glyma.03G122200	56	0	3	0	4	7	13	47	1	41	1	6	1	10	6	11	45	0
Glyma.03G128600	105	2	47	6	22	2	2	8	0	83	1	25	3	20	0	1	7	2
Glyma.03G156700	528	3	31	13	12	183	23	129	5	532	2	17	4	22	140	10	134	10
Glyma.03G177300	12	1	3	0	1	5	3	18	0	0	0	0	0	0	0	0	0	0
Glyma.03G199000	133	0	118	10	55	6	4	9	3	101	1	127	6	49	2	2	17	2
Glyma.03G221350	59	3	6	4	52	6	6	11	1	57	7	8	0	36	1	2	6	0
Glyma.03G232600	148	3	6	1	6	2	2	12	1	96	1	2	0	7	4	0	12	0
Glyma.03G236200	17	0	2	1	1	2	39	8	0	0	0	0	0	0	0	0	0	0
Glyma.04G041200	588	8	39	11	30	45	14	98	5	548	6	19	4	17	20	5	70	7
Glyma.04G083200	157	2	3	5	3	4	4	17	1	117	2	8	4	2	1	1	11	3
Glyma.04G088700	21	2	2	0	0	6	12	17	1	15	0	1	2	4	2	8	12	0
Glyma.04G103400	108	2	14	3	18	6	4	28	4	86	0	34	1	14	4	0	25	1
Glyma.04G103600	42	1	2	3	9	12	4	4	1	48	2	2	1	5	5	0	7	0
Glyma.04G127100	130	0	3	2	7	2	2	7	1	83	1	6	1	7	3	0	4	0
Glyma.04G207600	32	0	27	2	7	0	0	6	0	26	2	34	1	2	0	0	8	0
Glyma.05G021100	183	20	15	5	15	5	4	17	2	146	17	8	3	13	2	1	16	2
Glyma.05G041202	72	2	6	3	8	52	2	32	1	64	1	1	1	3	49	0	24	2
Glyma.05G077300	78	1	11	5	10	5	2	24	0	55	3	8	1	14	0	1	17	0
Glyma.05G080500	81	1	30	2	12	2	4	20	1	88	1	36	4	11	1	2	9	1
Glyma.05G128200	186	0	13	6	8	61	13	130	6	139	2	8	1	8	48	1	88	1
Glyma.05G138267	45	0	6	1	8	5	1	19	0	44	2	3	1	7	1	0	16	0
Glyma.05G210300	252	2	12	7	18	8	1	14	0	214	1	12	7	44	1	0	12	0
Glyma.06G019500	37	0	1	1	0	2	3	17	0	0	0	0	0	0	0	0	0	0
Glyma.06G058000	22	1	2	2	3	8	0	10	1	0	0	0	0	0	0	0	0	0
Glyma.06G061700	20	0	22	3	1	0	2	3	0	20	0	24	0	5	1	0	2	1
Glyma.06G109200	975	3	88	41	342	33	14	83	0	781	3	57	21	343	10	5	75	3
Glyma.06G116400	32	0	5	5	1	2	67	8	2	26	0	0	0	0	4	41	9	3
Glyma.06G149080	43	1	34	2	6	2	2	4	0	24	2	24	1	3	1	0	2	0
Glyma.07G023700	83	0	4	1	3	8	3	7	1	44	9	3	0	5	4	3	3	0
Glyma.07G025800	129	2	123	8	11	13	7	20	0	102	0	128	2	9	1	0	18	0
Glyma.07G043000	280	0	36	8	41	26	4	50	5	237	1	15	1	27	1	5	39	12
Glyma.07G045700	63	0	3	0	2	2	3	10	0	46	0	4	1	1	2	0	7	0
Glyma.07G083100	40	1	2	0	1	2	1	18	1	33	0	1	0	2	2	1	4	0
Glyma.07G092700	78	2	3	1	2	12	1	41	3	73	0	1	0	3	6	1	31	0
Glyma.07G120900	186	1	19	4	14	9	8	14	0	149	1	12	1	9	0	0	11	0
Glyma.07G139100	69	1	6	5	5	90	17	52	0	44	0	2	1	4	91	11	66	1
Glyma.07G179900	93	0	3	2	6	5	0	12	0	105	1	1	0	4	2	0	6	0
Glyma.07G229100	77	2	4	0	5	2	0	10	1	62	3	0	1	5	0	0	12	1
Glyma.07G236600	85	2	10	0	5	10	1	10	0	69	0	3	2	4	6	0	17	0
Glyma.07G244700	78	0	0	0	0	0	6	10	1	51	1	3	0	5	2	0	13	0
Glyma.07G251300	242	4	18	2	14	7	3	17	2	199	3	6	1	7	5	3	10	1
Glyma.08G018300	257	2	14	4	10	8	5	18	1	233	0	5	2	8	3	0	15	1
Glyma.08G058400	233	1	25	10	40	17	10	45	1	230	2	15	6	28	13	4	32	3
Glyma.08G065800	78	0	18	3	21	0	2	11	2	55	0	24	2	22	3	0	4	0
Glyma.08G092600	63	0	4	5	8	0	3	12	0	38	0	0	3	7	1	0	11	0
Glyma.08G124000	29	0	2	0	3	5	1	11	0	26	0	1	2	2	1	0	12	0
Glyma.08G125100	230	7	5	8	12	32	3	79	1	162	8	8	4	11	33	0	79	3
Glyma.08G132100	49	0	2	0	4	41	5	17	0	39	0	2	1	2	37	1	5	0
Glyma.08G140100	52	4	3	0	4	7	4	34	0	47	1	1	1	3	7	2	29	1
Glyma.08G178500	46	0	2	1	6	3	71	12	1	30	0	1	1	2	2	45	7	0
Glyma.08G202600	33	5	4	2	1	7	7	23	0	25	12	1	1	2	0	1	10	1
Glyma.08G216600	22	0	11	0	5	1	1	4	0	23	0	18	0	1	0	0	4	0
Glyma.08G218100	28	4	8	3	2	7	7	6	0	30	1	9	1	4	7	10	3	0
Glyma.08G259300	35	7	0	2	0	2	2	1	5	36	11	0	1	5	0	0	6	9
Glyma.08G346300	291	1	56	13	36	13	11	30	1	261	2	42	5	40	6	2	28	4
Glyma.08G352200	64	0	4	0	1	2	2	5	0	62	2	3	0	1	3	1	0	0
Glyma.09G032200	43	3	4	1	8	0	1	22	1	47	0	0	3	8	2	1	39	2
Glyma.09G069900	142	6	41	2	8	4	5	9	1	127	4	45	4	8	3	0	7	0
Glyma.09G087400	82	0	5	3	9	4	4	14	0	90	0	6	0	11	2	1	4	0
Glyma.09G099200	70	1	3	4	8	2	0	6	0	81	1	1	1	2	2	0	8	1
Glyma.09G157900	49	0	2	1	2	3	0	10	1	45	0	2	2	1	0	0	1	4
Glyma.09G194100	50	2	2	1	3	2	2	5	0	32	1	2	1	4	1	0	4	0
Glyma.09G272900	35	1	16	3	14	1	0	3	0	29	1	22	3	16	0	0	3	0
Glyma.10G000300	416	1	25	3	20	31	6	36	1	273	3	15	3	23	26	4	23	1
Glyma.10G018800	187	3	11	6	16	7	1	14	1	151	0	14	1	6	6	0	7	2
Glyma.10G028300	58	62	2	1	6	4	3	9	0	49	53	0	0	4	0	0	5	0
Glyma.10G029600	54	0	4	0	3	1	0	18	0	45	1	3	0	1	1	0	13	2
Glyma.10G068900	77	0	8	3	49	3	28	26	1	54	1	7	0	49	2	8	17	2
Glyma.10G078500	37	0	19	2	5	2	0	7	0	23	0	32	0	4	2	0	3	0
Glyma.10G087100	414	4	37	10	35	20	9	49	6	303	6	23	5	33	11	4	44	6
Glyma.10G092500	54	1	2	0	1	0	0	7	0	34	0	1	0	4	3	0	3	0
Glyma.10G138300	85	1	2	0	5	2	1	7	1	93	0	2	0	4	0	0	10	2
Glyma.10G159700	36	1	17	2	8	2	2	5	0	0	0	0	0	0	0	0	0	0
Glyma.10G195700	59	1	3	3	0	4	1	15	0	47	0	2	1	4	3	1	14	0
Glyma.10G202300	33	0	3	8	7	1	0	2	0	0	0	0	0	0	0	0	0	0
Glyma.10G203600	27	22	4	1	1	2	5	3	0	0	0	0	0	0	0	0	0	0
Glyma.10G205600	48	1	0	1	3	5	4	87	0	29	1	0	0	1	5	2	68	1
Glyma.10G221100	229	1	13	8	7	44	8	30	1	206	0	6	1	8	27	3	29	1
Glyma.10G238700	258	3	13	15	82	18	10	34	4	220	1	9	3	67	10	4	35	0
Glyma.11G026300	105	0	13	7	13	3	2	17	0	83	1	14	2	22	4	0	18	1
Glyma.11G029700	93	0	7	3	4	1	6	6	0	72	0	1	1	3	0	0	2	0
Glyma.11G038300	23	0	3	0	1	8	0	17	0	0	0	0	0	0	0	0	0	0
Glyma.11G049100	46	0	4	0	11	4	1	2	0	35	1	1	1	8	0	0	4	0
Glyma.11G129200	51	0	7	2	10	1	2	2	1	49	1	0	2	11	0	0	6	0
Glyma.11G142900	553	11	35	9	16	47	25	125	3	354	3	16	3	17	14	1	103	4
Glyma.11G143700	57	1	8	1	5	2	1	1	0	55	0	4	4	11	1	1	4	0
Glyma.11G184000	38	1	2	0	4	5	5	56	1	33	2	0	1	2	2	1	70	1
Glyma.11G196300	37	0	2	1	4	1	0	5	1	0	0	0	0	0	0	0	0	0
Glyma.11G163300	492	2	15	8	25	11	6	32	1	405	1	13	2	13	4	2	22	1
Glyma.11G206100	223	2	10	7	30	10	4	38	1	243	2	6	3	23	9	1	33	2
Glyma.11G218800	101	1	5	7	14	8	1	14	0	92	3	5	0	7	4	0	8	2
Glyma.11G218900	199	2	13	5	21	16	5	27	0	161	1	6	2	15	7	0	16	0
Glyma.11G232600	104	0	6	1	5	2	2	9	1	93	0	8	0	1	7	0	7	0
Glyma.11G234000	20	0	2	0	5	1	4	16	0	0	0	0	0	0	0	0	0	0
Glyma.11G239200	86	0	8	8	5	6	1	6	1	60	0	4	2	5	1	0	8	1
Glyma.11G251900	25	0	0	2	2	1	16	15	0	0	0	0	0	0	0	0	0	0
Glyma.12G012000	107	0	12	6	6	119	4	11	0	112	1	4	0	5	108	2	9	4
Glyma.12G106900	94	0	3	2	5	8	0	6	0	75	1	2	1	0	2	0	6	0
Glyma.12G114300	48	0	9	1	6	3	3	3	1	28	0	15	0	8	3	1	5	0
Glyma.12G118600	34	0	3	0	12	0	0	2	0	0	0	0	0	0	0	0	0	0
Glyma.12G132200	53	0	2	2	5	2	23	30	1	55	1	2	0	4	2	21	22	2
Glyma.12G137700	231	2	8	5	25	11	6	18	1	171	0	3	7	19	11	2	8	3
Glyma.12G193100	116	2	11	1	3	14	0	10	2	100	1	3	1	4	20	1	16	1
Glyma.12G203100	38	2	1	0	1	4	1	4	0	0	0	0	0	0	0	0	0	0
Glyma.12G238700	173	3	9	6	23	8	16	17	1	164	0	8	0	18	4	11	17	1
Glyma.13G049100	245	10	10	6	15	9	7	19	1	256	9	8	1	12	1	2	14	2
Glyma.13G087500	1171	9	70	35	67	141	39	216	5	976	4	25	6	59	112	6	169	10
Glyma.13G119000	279	0	13	2	10	10	3	29	0	283	0	4	0	13	3	1	29	0
Glyma.13G221700	111	0	10	1	9	4	5	7	0	97	1	4	2	9	2	1	11	1
Glyma.13G225700	132	1	38	9	29	8	6	14	0	138	1	31	2	13	3	0	10	1
Glyma.13G337800	86	0	15	7	8	3	1	11	2	44	0	6	0	3	0	0	10	1
Glyma.13G340500	69	0	3	1	5	5	2	6	0	64	1	2	0	3	2	1	5	1
Glyma.13G340800	52	0	5	2	30	4	4	46	2	34	0	2	3	24	1	2	23	2
Glyma.13G352700	44	1	6	0	1	0	2	6	0	48	0	7	0	1	0	0	0	0
Glyma.13G360000	18	0	2	2	3	16	22	13	0	0	0	0	0	0	0	0	0	0
Glyma.14G002500	52	1	10	1	4	25	8	31	4	36	0	4	1	3	18	6	25	2
Glyma.14G058700	1281	5	84	37	93	85	37	181	6	1080	4	40	5	98	37	7	176	9
Glyma.14G085000	71	0	7	2	5	1	3	13	1	67	2	8	1	5	0	0	5	0
Glyma.14G130000	45	0	4	1	0	2	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.14G136351	28	0	3	2	4	0	4	7	0	0	0	0	0	0	0	0	0	0
Glyma.14G144300	56	0	3	0	4	0	0	2	0	0	0	0	0	0	0	0	0	0
Glyma.14G178000	86	0	6	7	21	2	1	6	0	72	0	4	3	26	4	0	7	1
Glyma.14G212700	74	0	4	1	6	18	3	36	0	80	0	3	0	5	9	7	30	1
Glyma.15G003900	43	1	6	1	1	2	2	1	1	0	0	0	0	0	0	0	0	0
Glyma.15G008500	71	0	5	6	8	96	4	86	5	83	1	1	4	3	95	0	95	1
Glyma.15G045600	80	0	2	2	1	3	3	7	1	60	2	3	0	9	3	1	6	0
Glyma.15G052700	440	2	25	4	29	25	5	93	2	313	1	7	4	16	6	6	65	1
Glyma.15G065200	251	1	45	6	42	34	9	29	3	209	1	35	5	46	24	1	29	1
Glyma.15G162600	228	2	15	12	10	11	8	28	1	181	3	7	2	9	5	1	22	0
Glyma.15G172600	41	0	4	0	3	4	2	3	0	0	0	0	0	0	0	0	0	0
Glyma.15G177900	235	4	24	4	13	7	4	22	0	235	5	11	2	12	3	0	20	1
Glyma.15G214400	90	1	5	6	4	31	14	130	3	67	0	5	0	7	27	6	144	3
Glyma.15G223200	17	1	11	1	1	1	0	2	1	0	0	0	0	0	0	0	0	0
Glyma.16G031200	21	1	0	2	1	1	1	16	0	0	0	0	0	0	0	0	0	0
Glyma.16G075600	47	0	0	1	5	2	2	7	0	44	0	3	0	6	3	0	5	0
Glyma.16G076800	167	2	10	1	10	5	4	14	2	180	0	5	0	11	3	1	7	1
Glyma.16G086500	103	0	3	5	3	7	1	11	1	95	1	2	1	2	7	2	11	0
Glyma.16G118200	40	1	4	5	5	0	2	2	0	0	0	0	0	0	0	0	0	0
Glyma.16G125100	48	3	2	2	1	3	1	32	0	48	0	2	2	4	3	3	31	0
Glyma.16G215000	365	1	6	3	17	10	12	32	7	336	1	3	2	7	4	1	36	2
Glyma.16G216800	302	1	174	11	34	18	12	40	4	229	1	184	7	56	16	1	32	2
Glyma.16G220900	76	1	6	1	6	2	0	10	0	68	1	2	2	4	3	1	6	1
Glyma.17G006600	66	1	36	10	13	4	0	12	1	59	0	26	14	26	2	0	13	1
Glyma.17G051400	222	5	92	6	21	9	15	98	19	172	6	70	2	14	7	2	69	19
Glyma.17G097700	144	2	13	3	21	1	1	12	0	134	0	4	1	15	3	0	8	0
Glyma.17G130900	41	0	13	5	32	1	0	3	0	46	0	5	3	25	4	0	4	0
Glyma.17G173600	147	0	13	4	16	5	7	24	1	152	3	2	1	19	1	8	21	1
Glyma.18G014200	78	3	2	1	3	5	4	6	4	57	2	1	0	3	1	0	12	5
Glyma.18G026200	42	4	6	1	4	2	0	9	1	46	4	3	0	7	1	0	4	1
Glyma.18G141200	35	0	3	4	2	1	11	8	1	32	0	0	1	1	3	29	9	0
Glyma.18G172100	516	12	40	11	38	17	6	72	2	485	11	25	6	27	9	2	54	4
Glyma.18G202400	105	0	4	2	5	9	2	4	1	68	0	2	0	3	3	1	9	0
Glyma.18G203100	24	0	1	1	1	1	1	4	14	0	0	0	0	0	0	0	0	0
Glyma.18G210000	27	2	2	1	4	3	0	14	1	0	0	0	0	0	0	0	0	0
Glyma.18G216800	143	1	15	4	6	32	3	48	2	103	0	6	6	6	30	1	44	1
Glyma.18G281400	70	0	1	0	2	2	3	21	0	33	0	1	0	4	4	4	24	1
Glyma.U031229	479	13	10	7	24	9	5	23	1	412	20	8	1	13	3	0	19	0
Glyma.19G016600	33	1	2	0	1	1	20	20	0	0	0	0	0	0	0	0	0	0
Glyma.19G020600	450	2	288	24	150	34	13	43	1	408	1	268	7	131	9	0	29	0
Glyma.19G098100	39	0	5	0	11	2	3	3	0	47	0	0	1	8	1	4	4	0
Glyma.19G124300	70	1	14	24	8	5	0	10	0	59	0	10	13	10	0	0	7	0
Glyma.19G126400	42	0	2	0	4	7	3	43	0	27	1	3	0	7	2	2	42	0
Glyma.19G134401	45	0	3	2	5	1	1	7	0	32	1	1	0	2	2	1	2	0
Glyma.19G157000	35	0	6	3	12	2	0	14	0	31	0	1	1	15	0	0	8	0
Glyma.19G203000	35	1	3	0	4	2	0	5	1	0	0	0	0	0	0	0	0	0
Glyma.19G228300	96	0	5	3	1	9	5	58	3	64	0	1	7	7	10	6	43	2
Glyma.20G051602	45	1	7	1	11	2	2	23	0	32	4	4	0	6	1	3	12	0
Glyma.20G120200	153	1	3	0	7	5	2	7	0	117	0	4	1	4	4	0	5	1
Glyma.20G120250	274	0	9	4	14	18	6	19	1	285	2	11	2	15	9	0	28	2
Glyma.20G137900	533	2	40	13	97	31	6	57	0	422	5	19	3	57	9	6	64	2
Glyma.20G140500	263	0	16	7	14	32	18	63	0	247	0	6	1	16	11	8	87	2
Glyma.20G144600	93	4	5	3	3	1	2	5	0	76	4	2	0	5	1	1	4	1
Glyma.20G187200	11	0	26	1	1	1	0	3	0	0	0	0	0	0	0	0	0	0
Glyma.20G188100	43	1	3	5	6	1	1	1	0	32	0	2	1	1	3	0	7	0
Glyma.20G210800	56	0	6	4	5	2	4	19	0	43	3	4	0	2	2	2	11	0
Glyma.20G220200	102	1	5	3	5	4	2	12	1	72	0	6	1	6	1	2	8	0
Glyma.01G007000	28	1	7	1	8	1	0	2	0	0	0	0	0	0	0	0	0	0
Glyma.01G012200	40	0	2	2	1	1	0	4	1	34	2	1	0	5	0	0	2	0
Glyma.01G019500	30	2	3	1	2	13	2	27	0	27	1	2	1	2	9	0	29	0
Glyma.01G061100	168	7	13	13	22	5	2	12	2	146	2	11	2	22	2	2	12	2
Glyma.01G112500	45	0	38	5	3	10	2	8	0	29	0	27	1	5	2	2	2	0
Glyma.01G132000	334	1	27	9	9	7	5	27	3	278	0	22	5	16	7	1	17	0
Glyma.01G137700	151	1	3	3	8	6	2	10	2	146	0	6	1	3	3	0	3	0
Glyma.01G164600	17	0	13	0	10	2	2	7	0	28	2	23	5	10	0	3	2	0
Glyma.01G190600	36	0	29	2	7	4	1	4	0	46	0	29	2	6	2	0	1	0
Glyma.01G197400	62	0	18	9	12	1	1	3	0	61	0	14	2	14	0	1	5	0
Glyma.01G219001	474	4	27	7	16	34	7	54	4	365	1	6	6	10	11	1	28	1
Glyma.01G219100	45	0	0	0	0	2	3	15	0	38	0	2	1	4	1	5	3	0
Glyma.01G224900	280	4	18	3	30	13	4	20	0	292	1	16	3	38	3	0	16	1
Glyma.02G003000	104	1	5	2	14	4	7	25	1	82	0	6	2	13	2	0	22	0
Glyma.02G042000	30	2	29	3	15	3	2	8	0	28	0	43	0	14	1	0	8	0
Glyma.02G045500	30	0	13	0	2	2	1	2	0	0	0	0	0	0	0	0	0	0
Glyma.02G052300	43	0	3	1	3	3	0	4	1	48	1	0	0	2	0	0	4	0
Glyma.02G075300	32	0	4	1	3	0	12	3	0	33	1	10	2	5	0	19	3	2
Glyma.02G090000	158	4	4	3	14	6	1	15	1	122	0	4	1	3	3	1	11	2
Glyma.02G090100	39	1	11	1	13	4	2	1	0	24	1	6	0	17	0	0	5	0
Glyma.02G102800	363	4	19	8	24	20	5	23	1	371	2	10	7	20	2	3	18	5
Glyma.02G104500	96	1	0	1	11	4	0	12	0	83	1	3	0	8	2	0	4	0
Glyma.02G157900	1100	19	290	42	321	65	33	133	14	811	10	223	15	296	17	10	126	9
Glyma.02G208600	153	1	86	6	21	8	6	27	2	103	4	88	2	14	5	1	16	1
Glyma.02G230200	32	0	10	3	4	2	2	6	0	29	0	6	3	9	1	1	3	0
Glyma.02G232700	42	1	4	4	25	0	1	4	0	30	1	6	1	6	0	0	0	0
Glyma.02G234200	253	2	13	9	16	7	3	32	5	251	0	6	2	12	3	1	18	3
Glyma.02G241700	70	2	41	2	4	5	6	9	1	34	0	40	0	3	1	0	9	0
Glyma.02G252900	54	1	3	0	9	1	2	28	2	44	0	3	0	5	2	0	29	7
Glyma.03G019300	43	0	1	1	2	2	3	19	0	26	4	2	0	1	0	1	28	1
Glyma.03G102800	206	2	15	6	18	9	2	13	0	146	3	4	1	19	2	0	9	0
Glyma.03G114800	34	0	6	2	3	6	1	6	0	0	0	0	0	0	0	0	0	0
Glyma.03G138100	42	1	0	3	1	3	3	45	2	37	1	1	1	2	1	1	41	0
Glyma.03G161400	89	2	43	3	23	3	4	14	0	58	1	36	2	19	0	0	5	0
Glyma.03G164000	45	0	4	2	5	1	0	3	0	0	0	0	0	0	0	0	0	0
Glyma.04G004300	53	6	7	1	5	1	4	4	0	44	3	7	2	11	0	0	7	0
Glyma.04G027000	32	0	8	0	12	5	2	3	0	30	1	2	2	16	3	0	6	0
Glyma.04G040600	55	1	3	1	2	1	3	9	0	51	0	3	5	1	0	0	6	1
Glyma.04G123800	81	0	6	2	4	3	3	4	0	75	1	4	0	2	0	0	6	0
Glyma.04G179800	53	1	3	0	3	18	7	20	1	37	0	1	0	2	16	2	16	1
Glyma.04G209800	98	1	4	3	6	6	0	6	3	87	0	2	1	4	4	1	3	1
Glyma.05G018700	127	0	94	5	23	8	1	22	0	93	0	92	2	24	1	0	14	1
Glyma.05G018800	1219	21	280	61	207	65	42	209	6	1054	17	232	22	240	44	11	199	6
Glyma.05G066600	14	0	0	1	5	16	8	10	0	17	0	1	0	1	23	1	14	1
Glyma.05G070400	137	1	13	2	5	4	4	45	0	127	0	6	0	11	3	1	43	0
Glyma.05G187900	171	2	8	10	76	7	2	24	0	134	3	4	6	61	3	1	15	2
Glyma.05G194400	34	2	6	2	3	0	0	7	0	37	0	1	1	3	0	0	5	0
Glyma.05G196400	119	1	73	3	13	32	21	93	1	116	0	52	2	12	31	9	56	3
Glyma.05G208300	278	18	17	10	51	19	4	76	0	258	13	8	4	43	16	2	53	2
Glyma.05G211600	241	3	160	29	124	15	3	46	3	242	4	125	13	133	2	1	24	2
Glyma.06G032500	163	0	45	8	33	8	2	19	0	124	1	35	1	25	2	1	18	2
Glyma.06G046800	46	0	0	0	0	2	0	3	0	0	0	0	0	0	0	0	0	0
Glyma.06G049300	34	0	1	5	3	0	1	3	0	0	0	0	0	0	0	0	0	0
Glyma.06G100000	134	1	57	7	141	11	1	11	0	109	0	45	4	93	2	1	11	1
Glyma.06G104600	470	9	65	21	58	40	17	98	6	383	8	65	7	46	11	9	73	6
Glyma.06G191400	162	4	7	2	10	11	2	6	0	161	1	8	1	11	5	1	12	0
Glyma.06G195500	154	2	9	4	5	16	0	21	0	114	4	3	3	5	6	1	30	1
Glyma.06G257702	60	1	1	1	1	1	0	1	0	34	0	2	2	3	0	1	4	0
Glyma.06G262300	29	0	3	0	4	2	0	5	0	0	0	0	0	0	0	0	0	0
Glyma.06G263500	144	3	7	9	16	28	6	73	0	143	2	2	5	21	15	3	87	0
Glyma.06G265700	168	6	21	3	15	7	3	23	0	155	7	12	2	12	3	1	14	0
Glyma.06G315100	125	1	11	2	12	3	2	6	0	95	1	1	0	8	1	0	3	0
Glyma.07G011600	83	4	3	4	9	5	11	16	0	39	2	0	2	5	3	5	15	4
Glyma.07G023600	619	17	33	11	34	63	32	176	3	507	12	23	3	27	28	9	185	4
Glyma.07G037500	40	0	7	1	15	3	0	9	1	37	1	2	0	6	2	0	7	2
Glyma.07G044200	239	5	10	2	7	33	3	20	1	180	4	5	2	10	34	0	11	0
Glyma.07G089900	29	1	5	2	33	1	2	2	1	19	1	6	1	30	0	0	0	0
Glyma.07G095800	36	1	4	2	6	0	0	1	0	0	0	0	0	0	0	0	0	0
Glyma.07G109200	1035	16	248	61	364	66	40	153	7	782	8	185	35	328	21	12	125	11
Glyma.07G139700	428	0	16	8	19	65	8	34	6	388	1	12	4	21	47	4	36	1
Glyma.07G188000	109	1	21	4	48	3	2	14	0	97	1	22	0	33	3	1	13	1
Glyma.07G226800	18	0	14	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
Glyma.07G235900	46	0	0	2	4	9	6	24	1	32	2	2	0	1	15	2	12	0
Glyma.07G272600	87	0	4	4	9	109	8	37	1	59	1	5	1	6	73	0	37	1
Glyma.08G016900	409	1	66	13	48	10	5	37	3	323	2	51	6	49	1	1	34	0
Glyma.08G017900	64	1	7	2	29	7	2	4	1	54	0	9	2	40	1	1	4	0
Glyma.08G026200	111	1	5	4	19	6	3	45	0	87	2	7	1	14	2	0	35	4
Glyma.08G053400	22	1	8	0	1	1	2	3	2	0	0	0	0	0	0	0	0	0
Glyma.08G070000	54	0	1	2	1	1	3	5	0	41	0	2	0	1	1	0	1	0
Glyma.08G078700	21	0	17	1	7	2	0	2	0	0	0	0	0	0	0	0	0	0
Glyma.08G130800	170	2	11	3	15	5	2	14	1	143	2	8	1	15	2	0	12	1
Glyma.08G189600	134	0	15	4	32	11	5	17	3	103	0	6	6	32	0	1	14	0
Glyma.08G192000	52	0	4	1	3	3	2	6	0	48	0	3	1	4	0	1	4	0
Glyma.08G195100	27	0	3	1	3	0	3	11	0	0	0	0	0	0	0	0	0	0
Glyma.08G218200	834	6	69	14	73	68	29	105	3	689	3	45	9	43	39	16	104	8
Glyma.08G225800	18	0	4	0	5	9	2	28	0	0	0	0	0	0	0	0	0	0
Glyma.08G277000	158	0	9	8	21	5	7	16	1	138	0	9	1	19	4	0	12	0
Glyma.08G277100	45	0	4	1	0	1	1	7	0	0	0	0	0	0	0	0	0	0
Glyma.08G337100	28	1	5	0	4	1	0	3	0	25	0	13	2	5	0	0	2	0
Glyma.08G356200	62	0	33	2	10	4	5	7	0	51	1	59	1	5	4	0	6	1
Glyma.09G002800	32	0	3	1	5	4	2	2	0	0	0	0	0	0	0	0	0	0
Glyma.09G008600	240	2	13	9	11	10	5	19	2	238	3	10	2	6	5	1	19	3
Glyma.09G043400	39	0	12	1	3	32	0	17	6	33	1	4	0	7	16	1	10	3
Glyma.09G053700	33	1	1	1	2	5	1	32	1	24	0	0	0	4	1	3	33	0
Glyma.09G054600	70	4	4	3	3	0	2	5	0	44	0	6	1	5	1	0	4	0
Glyma.09G062600	110	1	8	1	6	6	1	12	0	88	0	7	0	7	3	0	12	0
Glyma.09G146800	79	0	53	3	4	7	7	9	0	50	0	80	0	12	2	1	9	0
Glyma.09G159300	38	1	30	0	1	3	0	6	0	17	1	41	1	4	0	0	2	0
Glyma.09G160900	59	0	2	4	6	0	0	5	2	44	0	2	0	7	1	0	1	2
Glyma.09G179900	131	0	3	0	3	1	6	12	0	96	0	3	1	4	1	1	9	1
Glyma.09G184100	56	10	1	0	3	0	2	4	0	60	6	1	0	0	1	0	3	0
Glyma.09G198000	33	0	38	1	9	4	1	3	1	21	0	25	0	10	1	0	4	0
Glyma.09G227500	55	1	7	4	8	10	5	52	12	55	1	2	0	5	4	5	41	10
Glyma.10G009500	41	1	3	0	2	1	1	2	0	44	0	0	0	2	1	0	4	0
Glyma.10G010700	216	6	10	3	10	23	5	37	1	181	6	6	3	8	26	2	24	2
Glyma.10G016500	437	6	37	30	76	29	14	89	3	381	5	44	5	88	13	9	77	2
Glyma.10G034200	21	2	27	3	22	2	1	2	0	23	0	37	2	12	1	0	3	0
Glyma.10G087500	32	0	13	1	2	4	0	4	0	41	1	16	0	2	1	0	3	0
Glyma.10G156600	216	1	7	5	15	11	3	7	0	198	1	4	2	10	2	1	10	3
Glyma.10G159600	41	0	2	1	1	1	0	9	1	0	0	0	0	0	0	0	0	0
Glyma.10G241100	65	0	59	4	18	4	1	15	0	55	0	39	4	16	2	0	9	0
Glyma.10G249100	36	1	2	3	2	0	2	13	0	0	0	0	0	0	0	0	0	0
Glyma.10G289100	46	1	9	0	8	2	2	5	0	45	0	10	0	4	0	2	4	0
Glyma.11G030200	20	0	18	1	5	2	1	2	2	0	0	0	0	0	0	0	0	0
Glyma.11G036300	15	0	1	0	3	3	0	21	0	0	0	0	0	0	0	0	0	0
Glyma.11G083800	30	1	3	1	2	0	1	15	0	31	2	0	0	4	1	0	8	0
Glyma.11G097000	66	0	19	4	12	5	2	19	0	48	3	16	1	20	2	0	14	1
Glyma.11G185000	192	8	13	6	8	7	6	25	1	213	5	8	1	8	0	0	21	1
Glyma.11G157100	52	1	2	1	1	2	0	4	0	29	1	2	1	4	1	1	1	1
Glyma.11G223200	151	2	9	2	31	5	1	10	2	133	3	6	0	19	5	0	10	0
