RNA_rt3:Cortex	RNA_rt3:Endodermis	RNA_rt3:Epidermis	RNA_rt3:Pericycle	RNA_rt3:Phloem	RNA_rt3:Procambium	RNA_rt3:Root_hair	RNA_rt3:Xylem	RNA_rt4:Cortex	RNA_rt4:Endodermis	RNA_rt4:Epidermis	RNA_rt4:Pericycle	RNA_rt4:Phloem	RNA_rt4:Procambium	RNA_rt4:Root_hair	RNA_rt4:Xylem
Glyma.14G044000	0	0	0	0	0	0	0	0	28	7	14	5	2	10	1	1
Glyma.14G044300	0	0	0	0	0	0	0	0	34	2	21	2	4	16	7	0
Glyma.14G044400	0	0	0	0	0	0	0	0	23	1	20	5	1	13	6	2
Glyma.14G046100	0	0	0	0	0	0	0	0	17	7	15	2	0	11	15	2
Glyma.14G046500	0	0	0	0	0	0	0	0	27	2	21	0	2	6	17	0
Glyma.14G046800	0	0	0	0	0	0	0	0	35	2	34	3	3	5	3	1
Glyma.14G047100	0	0	0	0	0	0	0	0	25	5	8	2	5	5	3	3
Glyma.14G048000	0	0	0	0	0	0	0	0	27	4	17	10	0	61	8	5
Glyma.14G048400	0	0	0	0	0	0	0	0	12	7	5	1	2	12	1	3
Glyma.14G049500	0	0	0	0	0	0	0	0	71	5	9	4	0	8	1	0
Glyma.14G050300	0	0	0	0	0	0	0	0	28	4	18	3	3	4	4	0
Glyma.14G050600	0	0	0	0	0	0	0	0	31	7	18	2	0	7	7	3
Glyma.14G051300	0	0	0	0	0	0	0	0	19	3	9	0	1	7	2	0
Glyma.14G053400	0	0	0	0	0	0	0	0	28	7	31	7	3	13	2	5
Glyma.14G053800	0	0	0	0	0	0	0	0	33	3	23	2	0	17	3	0
Glyma.14G055500	0	0	0	0	0	0	0	0	18	2	18	2	8	4	3	1
Glyma.14G055800	0	0	0	0	0	0	0	0	16	3	16	1	3	4	2	0
Glyma.14G056200	0	0	0	0	0	0	0	0	19	4	9	1	2	5	35	0
Glyma.14G056300	0	0	0	0	0	0	0	0	20	1	12	1	4	3	5	0
Glyma.14G057000	0	0	0	0	0	0	0	0	24	5	24	2	1	7	3	1
Glyma.14G057100	0	0	0	0	0	0	0	0	22	6	12	0	1	8	2	1
Glyma.14G057400	0	0	0	0	0	0	0	0	28	1	13	0	0	12	2	1
Glyma.14G058500	0	0	0	0	0	0	0	0	24	3	17	1	0	4	0	0
Glyma.14G059900	0	0	0	0	0	0	0	0	18	2	4	2	1	15	2	0
Glyma.14G060100	0	0	0	0	0	0	0	0	27	6	8	3	1	12	0	0
Glyma.14G060700	0	0	0	0	0	0	0	0	7	3	7	3	2	79	3	4
Glyma.14G061700	0	0	0	0	0	0	0	0	20	3	10	1	2	3	0	2
Glyma.14G062500	0	0	0	0	0	0	0	0	23	4	25	3	2	9	5	3
Glyma.14G065200	0	0	0	0	0	0	0	0	17	2	18	0	1	2	3	0
Glyma.14G068900	0	0	0	0	0	0	0	0	20	4	8	1	0	12	1	2
Glyma.14G069900	0	0	0	0	0	0	0	0	25	5	12	0	1	2	4	0
Glyma.14G073700	0	0	0	0	0	0	0	0	18	2	19	6	4	6	3	0
Glyma.14G076200	0	0	0	0	0	0	0	0	19	3	34	7	1	8	3	2
Glyma.14G076600	0	0	0	0	0	0	0	0	29	6	32	4	4	9	3	3
Glyma.14G077700	0	0	0	0	0	0	0	0	26	5	14	0	1	3	5	0
Glyma.14G079000	0	0	0	0	0	0	0	0	30	6	11	1	1	11	0	1
Glyma.14G082200	0	0	0	0	0	0	0	0	22	7	7	7	2	23	16	5
Glyma.14G083500	0	0	0	0	0	0	0	0	12	1	3	2	3	20	2	16
Glyma.14G084300	0	0	0	0	0	0	0	0	36	9	20	3	1	19	3	7
Glyma.14G084800	0	0	0	0	0	0	0	0	30	2	10	4	1	17	2	0
Glyma.14G086300	0	0	0	0	0	0	0	0	30	8	15	0	2	27	3	5
Glyma.14G086900	0	0	0	0	0	0	0	0	27	7	12	2	0	5	3	3
Glyma.14G087300	0	0	0	0	0	0	0	0	14	1	11	3	2	14	2	2
Glyma.14G089045	0	0	0	0	0	0	0	0	26	5	4	5	1	14	2	1
Glyma.14G089100	0	0	0	0	0	0	0	0	21	1	4	2	1	13	0	2
Glyma.14G089900	0	0	0	0	0	0	0	0	29	8	10	5	1	15	1	0
Glyma.14G090400	0	0	0	0	0	0	0	0	13	1	3	3	1	6	20	1
Glyma.14G090600	0	0	0	0	0	0	0	0	26	5	10	2	1	12	0	2
Glyma.14G091500	0	0	0	0	0	0	0	0	30	2	25	1	0	7	4	0
Glyma.14G092400	0	0	0	0	0	0	0	0	21	2	12	1	0	4	3	0
Glyma.14G093600	0	0	0	0	0	0	0	0	26	10	11	5	0	13	1	3
Glyma.14G094600	0	0	0	0	0	0	0	0	46	4	13	6	3	22	2	1
Glyma.14G097200	0	0	0	0	0	0	0	0	21	3	15	2	0	1	1	0
Glyma.14G098700	0	0	0	0	0	0	0	0	23	1	5	1	5	5	16	7
Glyma.14G099100	0	0	0	0	0	0	0	0	22	1	9	2	0	7	4	1
Glyma.14G101300	0	0	0	0	0	0	0	0	21	5	20	4	1	13	9	1
Glyma.14G102000	0	0	0	0	0	0	0	0	21	7	24	1	0	27	8	3
Glyma.14G102600	0	0	0	0	0	0	0	0	21	4	16	3	0	12	1	0
Glyma.14G102700	0	0	0	0	0	0	0	0	8	5	8	2	0	5	40	1
Glyma.14G102800	0	0	0	0	0	0	0	0	30	1	27	2	0	13	1	1
Glyma.14G103000	0	0	0	0	0	0	0	0	20	3	17	5	2	11	3	1
Glyma.14G103600	0	0	0	0	0	0	0	0	20	1	8	3	1	7	2	0
Glyma.14G104300	0	0	0	0	0	0	0	0	18	3	6	2	1	7	0	2
Glyma.14G104600	0	0	0	0	0	0	0	0	24	7	13	1	0	6	2	0
Glyma.14G105800	0	0	0	0	0	0	0	0	26	4	8	0	2	8	1	1
Glyma.14G107100	0	0	0	0	0	0	0	0	31	2	13	0	2	6	8	2
Glyma.14G111900	0	0	0	0	0	0	0	0	19	32	13	2	0	17	2	3
Glyma.14G117100	0	0	0	0	0	0	0	0	14	4	13	0	1	9	2	1
Glyma.14G127800	0	0	0	0	0	0	0	0	14	4	4	6	1	43	0	3
Glyma.14G128900	0	0	0	0	0	0	0	0	12	0	14	0	2	11	1	0
Glyma.14G131200	0	0	0	0	0	0	0	0	15	2	16	1	1	8	5	1
Glyma.14G132900	0	0	0	0	0	0	0	0	31	6	14	2	3	9	2	3
Glyma.14G134200	0	0	0	0	0	0	0	0	31	4	11	2	1	11	6	2
Glyma.14G134500	0	0	0	0	0	0	0	0	21	5	14	1	1	5	0	0
Glyma.14G138200	0	0	0	0	0	0	0	0	19	3	22	1	1	4	2	2
Glyma.14G139400	0	0	0	0	0	0	0	0	7	1	3	42	11	13	0	0
Glyma.14G141400	0	0	0	0	0	0	0	0	17	1	8	4	1	7	0	0
Glyma.14G147800	0	0	0	0	0	0	0	0	25	2	20	4	1	9	6	0
Glyma.14G148900	0	0	0	0	0	0	0	0	15	5	13	3	1	6	4	0
Glyma.14G149066	0	0	0	0	0	0	0	0	23	3	27	3	0	10	0	2
Glyma.14G150000	0	0	0	0	0	0	0	0	9	2	16	1	0	9	6	1
Glyma.14G151700	0	0	0	0	0	0	0	0	30	5	24	1	2	7	2	2
Glyma.14G152300	0	0	0	0	0	0	0	0	35	8	10	3	1	24	1	2
Glyma.14G152500	0	0	0	0	0	0	0	0	25	3	11	7	0	30	2	3
Glyma.14G154000	0	0	0	0	0	0	0	0	13	8	16	2	0	6	0	1
Glyma.14G156000	0	0	0	0	0	0	0	0	27	7	16	4	1	10	1	3
Glyma.14G158300	0	0	0	0	0	0	0	0	12	2	5	6	5	30	1	0
Glyma.14G158800	0	0	0	0	0	0	0	0	14	3	5	6	0	11	7	1
Glyma.14G159600	0	0	0	0	0	0	0	0	13	5	6	30	3	15	2	0
Glyma.14G119732	0	0	0	0	0	0	0	0	19	6	7	5	0	8	1	1
Glyma.14G121400	0	0	0	0	0	0	0	0	21	22	11	1	1	3	2	6
Glyma.14G122200	0	0	0	0	0	0	0	0	16	0	17	1	2	4	1	0
Glyma.14G123400	0	0	0	0	0	0	0	0	10	6	3	2	11	27	0	3
Glyma.14G138980	0	0	0	0	0	0	0	0	12	1	8	3	0	50	1	3
Glyma.14G167000	0	0	0	0	0	0	0	0	14	1	2	35	1	19	1	2
Glyma.14G168500	0	0	0	0	0	0	0	0	37	18	21	4	1	13	2	0
Glyma.14G170100	0	0	0	0	0	0	0	0	19	3	11	7	6	8	1	4
Glyma.14G176300	0	0	0	0	0	0	0	0	16	5	5	1	2	10	11	2
Glyma.14G179000	0	0	0	0	0	0	0	0	29	12	6	2	1	22	2	1
Glyma.14G180600	0	0	0	0	0	0	0	0	14	7	3	1	1	15	0	0
Glyma.14G182400	0	0	0	0	0	0	0	0	14	10	10	3	0	8	1	1
Glyma.14G182800	0	0	0	0	0	0	0	0	21	7	20	0	2	6	2	1
Glyma.14G183400	0	0	0	0	0	0	0	0	41	3	17	3	1	7	0	1
Glyma.14G187300	0	0	0	0	0	0	0	0	36	1	21	4	0	15	0	2
Glyma.14G189000	0	0	0	0	0	0	0	0	15	1	7	1	1	15	11	5
Glyma.14G191700	0	0	0	0	0	0	0	0	31	2	23	2	3	6	0	0
Glyma.14G191900	0	0	0	0	0	0	0	0	11	5	12	3	2	14	2	1
Glyma.14G192200	0	0	0	0	0	0	0	0	13	3	11	2	0	4	2	2
Glyma.14G193200	0	0	0	0	0	0	0	0	22	6	24	1	3	14	4	0
Glyma.14G193600	0	0	0	0	0	0	0	0	33	1	18	5	1	8	1	2
Glyma.14G195000	0	0	0	0	0	0	0	0	30	12	11	3	3	20	2	2
Glyma.14G196200	0	0	0	0	0	0	0	0	12	2	11	8	3	20	1	0
Glyma.14G196900	0	0	0	0	0	0	0	0	19	0	8	1	0	6	1	1
Glyma.14G197100	0	0	0	0	0	0	0	0	25	4	20	4	1	18	2	0
Glyma.14G198000	0	0	0	0	0	0	0	0	24	5	9	5	2	11	4	2
Glyma.14G198800	0	0	0	0	0	0	0	0	28	4	23	1	0	10	1	2
Glyma.14G200600	0	0	0	0	0	0	0	0	29	4	18	1	0	3	4	0
Glyma.14G201000	0	0	0	0	0	0	0	0	9	2	11	6	4	47	2	0
Glyma.14G202000	0	0	0	0	0	0	0	0	26	3	16	2	0	0	0	0
Glyma.14G202100	0	0	0	0	0	0	0	0	10	2	11	1	2	5	1	1
Glyma.14G205300	0	0	0	0	0	0	0	0	12	7	12	3	1	11	0	1
Glyma.14G206500	0	0	0	0	0	0	0	0	17	3	7	2	1	34	1	2
Glyma.14G207800	0	0	0	0	0	0	0	0	27	3	15	2	0	24	6	8
Glyma.14G208300	0	0	0	0	0	0	0	0	24	1	34	2	0	3	2	0
Glyma.14G208400	0	0	0	0	0	0	0	0	37	6	15	3	5	15	4	0
Glyma.14G209700	0	0	0	0	0	0	0	0	25	9	5	3	0	16	4	0
Glyma.14G209800	0	0	0	0	0	0	0	0	25	8	15	1	1	11	6	0
Glyma.14G210400	0	0	0	0	0	0	0	0	14	1	12	1	1	6	2	0
Glyma.14G210500	0	0	0	0	0	0	0	0	14	3	8	3	3	10	0	0
Glyma.14G211200	0	0	0	0	0	0	0	0	26	0	15	0	1	8	0	0
Glyma.14G211300	0	0	0	0	0	0	0	0	12	1	9	2	9	39	2	14
Glyma.14G211900	0	0	0	0	0	0	0	0	12	14	21	9	3	7	4	5
Glyma.14G212500	0	0	0	0	0	0	0	0	37	4	7	26	1	7	3	2
Glyma.14G212800	0	0	0	0	0	0	0	0	32	3	21	6	0	16	1	0
Glyma.14G213000	0	0	0	0	0	0	0	0	33	9	13	0	0	7	3	2
Glyma.14G213900	0	0	0	0	0	0	0	0	15	1	16	1	1	7	1	0
Glyma.14G214000	0	0	0	0	0	0	0	0	16	0	14	1	3	9	2	0
Glyma.14G214500	0	0	0	0	0	0	0	0	16	4	18	2	0	8	0	1
Glyma.14G214600	0	0	0	0	0	0	0	0	16	0	15	1	2	5	0	0
Glyma.14G214700	0	0	0	0	0	0	0	0	34	11	11	3	1	9	2	3
Glyma.14G216700	0	0	0	0	0	0	0	0	33	3	19	4	0	15	1	1
Glyma.14G218500	0	0	0	0	0	0	0	0	22	4	11	6	1	13	2	1
Glyma.14G223700	0	0	0	0	0	0	0	0	31	12	20	3	2	32	2	4
Glyma.14G224400	0	0	0	0	0	0	0	0	20	3	15	2	0	12	0	0
Glyma.U031123	0	0	0	0	0	0	0	0	22	8	26	4	0	3	2	0
Glyma.15G002100	0	0	0	0	0	0	0	0	12	2	21	2	1	2	1	2
Glyma.15G003500	0	0	0	0	0	0	0	0	15	3	12	1	0	14	0	1
Glyma.15G004400	0	0	0	0	0	0	0	0	17	2	13	1	2	6	2	0
Glyma.15G004900	0	0	0	0	0	0	0	0	35	2	21	4	1	10	0	0
Glyma.15G005400	0	0	0	0	0	0	0	0	37	1	17	6	2	7	0	1
Glyma.15G006000	0	0	0	0	0	0	0	0	15	2	14	2	0	2	1	0
Glyma.15G006800	0	0	0	0	0	0	0	0	36	4	31	4	1	12	5	0
Glyma.15G011400	0	0	0	0	0	0	0	0	16	1	7	3	0	10	0	2
Glyma.15G011600	0	0	0	0	0	0	0	0	32	0	8	2	0	4	1	0
Glyma.15G011700	0	0	0	0	0	0	0	0	28	2	2	1	2	28	5	2
Glyma.15G013100	0	0	0	0	0	0	0	0	22	3	12	0	0	12	1	2
Glyma.15G014100	0	0	0	0	0	0	0	0	13	4	10	2	0	11	0	1
Glyma.15G015300	0	0	0	0	0	0	0	0	17	1	10	4	1	16	3	0
Glyma.15G015600	0	0	0	0	0	0	0	0	16	0	22	1	0	8	1	2
Glyma.15G015800	0	0	0	0	0	0	0	0	28	6	3	2	6	9	1	1
Glyma.15G016400	0	0	0	0	0	0	0	0	26	2	8	2	0	4	4	4
Glyma.15G017400	0	0	0	0	0	0	0	0	18	3	16	4	3	9	5	2
Glyma.15G017500	0	0	0	0	0	0	0	0	11	0	7	3	19	44	4	7
Glyma.15G017600	0	0	0	0	0	0	0	0	15	6	15	1	0	15	0	3
Glyma.15G017900	0	0	0	0	0	0	0	0	26	4	18	2	1	9	9	2
Glyma.15G018800	0	0	0	0	0	0	0	0	28	7	14	4	0	19	0	4
Glyma.15G018900	0	0	0	0	0	0	0	0	20	7	15	0	0	4	3	2
Glyma.15G019700	0	0	0	0	0	0	0	0	19	0	15	7	5	7	4	0
Glyma.15G020200	0	0	0	0	0	0	0	0	25	1	13	2	1	4	2	0
Glyma.15G022300	0	0	0	0	0	0	0	0	24	4	17	5	3	4	1	0
Glyma.15G024900	0	0	0	0	0	0	0	0	25	6	18	1	1	11	0	0
Glyma.15G025400	0	0	0	0	0	0	0	0	22	2	27	1	0	22	3	0
Glyma.15G027000	0	0	0	0	0	0	0	0	23	4	22	1	3	5	9	1
Glyma.15G027200	0	0	0	0	0	0	0	0	20	3	11	2	3	9	3	2
Glyma.15G028800	0	0	0	0	0	0	0	0	28	5	25	4	0	7	1	1
Glyma.15G028900	0	0	0	0	0	0	0	0	21	4	20	6	0	11	0	0
Glyma.15G029400	0	0	0	0	0	0	0	0	22	2	19	1	1	5	0	1
Glyma.15G029500	0	0	0	0	0	0	0	0	13	6	3	0	6	16	0	8
Glyma.15G029700	0	0	0	0	0	0	0	0	19	3	9	1	3	8	2	0
Glyma.15G030100	0	0	0	0	0	0	0	0	35	6	8	4	5	21	2	7
Glyma.15G030500	0	0	0	0	0	0	0	0	32	5	20	2	0	14	8	1
Glyma.15G032000	0	0	0	0	0	0	0	0	16	8	14	3	0	5	3	1
Glyma.15G033100	0	0	0	0	0	0	0	0	14	2	14	2	0	4	2	1
Glyma.15G034900	0	0	0	0	0	0	0	0	14	14	20	0	0	2	7	2
Glyma.15G036000	0	0	0	0	0	0	0	0	22	1	24	3	1	7	1	1
Glyma.15G037200	0	0	0	0	0	0	0	0	15	2	9	2	0	12	0	0
Glyma.15G037300	0	0	0	0	0	0	0	0	17	1	13	2	0	4	3	0
Glyma.15G038700	0	0	0	0	0	0	0	0	23	4	13	3	0	19	4	3
Glyma.15G039300	0	0	0	0	0	0	0	0	11	2	6	13	5	23	4	4
Glyma.15G039400	0	0	0	0	0	0	0	0	13	4	11	2	3	9	11	0
Glyma.15G040100	0	0	0	0	0	0	0	0	11	4	15	4	2	7	2	0
Glyma.15G041700	0	0	0	0	0	0	0	0	18	10	13	0	0	6	3	0
Glyma.15G042900	0	0	0	0	0	0	0	0	18	2	18	3	2	13	2	2
Glyma.15G043600	0	0	0	0	0	0	0	0	24	4	26	1	2	18	1	1
Glyma.15G044600	0	0	0	0	0	0	0	0	39	6	19	3	1	13	2	0
Glyma.15G045100	0	0	0	0	0	0	0	0	19	3	17	1	1	5	3	2
Glyma.15G048000	0	0	0	0	0	0	0	0	28	4	19	2	0	10	1	1
Glyma.15G048300	0	0	0	0	0	0	0	0	31	4	15	2	0	18	2	0
Glyma.15G049300	0	0	0	0	0	0	0	0	29	8	16	9	1	9	4	1
Glyma.15G052300	0	0	0	0	0	0	0	0	33	3	21	3	2	15	9	1
Glyma.15G053800	0	0	0	0	0	0	0	0	25	3	33	3	2	8	4	0
Glyma.15G055000	0	0	0	0	0	0	0	0	35	2	20	6	1	20	7	1
Glyma.15G056200	0	0	0	0	0	0	0	0	25	2	18	2	0	5	1	1
Glyma.15G059400	0	0	0	0	0	0	0	0	17	2	8	2	0	10	3	2
Glyma.15G059600	0	0	0	0	0	0	0	0	16	5	9	6	1	13	2	0
Glyma.15G060500	0	0	0	0	0	0	0	0	14	2	12	0	1	9	0	1
Glyma.15G061300	0	0	0	0	0	0	0	0	21	3	16	6	1	6	2	1
Glyma.15G064800	0	0	0	0	0	0	0	0	13	0	19	3	0	4	0	0
Glyma.15G066900	0	0	0	0	0	0	0	0	16	3	14	2	2	8	2	0
Glyma.15G067500	0	0	0	0	0	0	0	0	19	9	16	4	1	13	5	1
Glyma.15G068700	0	0	0	0	0	0	0	0	9	0	3	1	3	37	0	3
Glyma.15G069500	0	0	0	0	0	0	0	0	13	1	10	1	5	53	0	0
Glyma.15G071400	0	0	0	0	0	0	0	0	11	6	5	6	6	8	2	4
Glyma.15G071800	0	0	0	0	0	0	0	0	29	1	16	0	0	5	3	0
Glyma.15G072500	0	0	0	0	0	0	0	0	34	1	16	1	2	9	6	2
Glyma.15G072600	0	0	0	0	0	0	0	0	22	4	6	1	2	3	27	0
Glyma.15G072800	0	0	0	0	0	0	0	0	20	7	5	5	1	18	1	1
Glyma.15G073300	0	0	0	0	0	0	0	0	26	0	21	1	1	12	1	0
Glyma.15G074100	0	0	0	0	0	0	0	0	12	2	18	1	1	8	1	0
Glyma.15G074500	0	0	0	0	0	0	0	0	17	1	15	2	0	7	1	0
Glyma.15G077900	0	0	0	0	0	0	0	0	24	1	13	2	1	5	2	1
Glyma.15G078800	0	0	0	0	0	0	0	0	23	1	9	0	2	17	2	2
Glyma.15G079700	0	0	0	0	0	0	0	0	29	6	23	0	0	11	1	0
Glyma.15G080000	0	0	0	0	0	0	0	0	20	26	5	1	1	19	4	3
Glyma.15G080133	0	0	0	0	0	0	0	0	24	2	13	3	1	3	1	1
Glyma.15G084900	0	0	0	0	0	0	0	0	18	2	10	2	7	5	2	2
Glyma.15G085900	0	0	0	0	0	0	0	0	14	6	9	3	2	11	1	0
Glyma.15G087400	0	0	0	0	0	0	0	0	14	0	9	1	2	9	0	0
Glyma.15G089900	0	0	0	0	0	0	0	0	32	7	21	1	0	11	3	0
Glyma.15G090400	0	0	0	0	0	0	0	0	21	9	10	0	0	6	5	1
Glyma.15G091500	0	0	0	0	0	0	0	0	24	7	7	1	0	14	2	0
Glyma.15G091800	0	0	0	0	0	0	0	0	31	5	28	3	2	9	2	1
Glyma.15G091900	0	0	0	0	0	0	0	0	31	18	2	4	2	9	1	2
Glyma.15G093200	0	0	0	0	0	0	0	0	19	6	14	1	1	11	2	0
Glyma.15G093500	0	0	0	0	0	0	0	0	26	1	8	1	1	2	13	8
Glyma.15G094350	0	0	0	0	0	0	0	0	24	3	8	2	0	16	4	1
Glyma.15G096000	0	0	0	0	0	0	0	0	24	4	20	2	2	8	1	1
Glyma.15G099000	0	0	0	0	0	0	0	0	15	4	17	4	2	14	1	0
Glyma.15G099100	0	0	0	0	0	0	0	0	36	8	13	5	1	20	2	1
Glyma.15G100800	0	0	0	0	0	0	0	0	29	1	21	3	2	8	4	0
Glyma.15G100900	0	0	0	0	0	0	0	0	14	7	9	1	1	9	1	1
Glyma.15G101300	0	0	0	0	0	0	0	0	27	0	18	4	2	7	7	2
Glyma.15G102400	0	0	0	0	0	0	0	0	18	3	14	1	2	7	3	1
Glyma.15G104400	0	0	0	0	0	0	0	0	10	14	6	5	12	50	1	10
Glyma.15G105800	0	0	0	0	0	0	0	0	25	4	11	1	0	6	1	1
Glyma.15G106100	0	0	0	0	0	0	0	0	30	5	14	1	0	7	1	0
Glyma.15G107700	0	0	0	0	0	0	0	0	19	0	12	0	1	3	1	1
Glyma.15G108400	0	0	0	0	0	0	0	0	39	8	15	5	5	16	1	2
Glyma.15G110000	0	0	0	0	0	0	0	0	19	1	14	1	1	2	3	5
Glyma.15G111300	0	0	0	0	0	0	0	0	33	9	19	2	0	4	2	0
Glyma.15G111600	0	0	0	0	0	0	0	0	13	2	6	2	0	20	1	1
Glyma.15G111700	0	0	0	0	0	0	0	0	21	2	14	4	2	18	2	0
Glyma.15G114800	0	0	0	0	0	0	0	0	14	1	16	0	1	14	5	2
Glyma.15G117200	0	0	0	0	0	0	0	0	30	9	12	7	1	27	3	2
Glyma.15G121700	0	0	0	0	0	0	0	0	17	2	6	1	3	34	0	0
Glyma.15G121800	0	0	0	0	0	0	0	0	23	3	9	2	1	25	3	2
Glyma.15G123400	0	0	0	0	0	0	0	0	16	2	12	2	1	10	1	1
Glyma.15G125100	0	0	0	0	0	0	0	0	16	6	14	4	0	10	3	1
Glyma.15G125400	0	0	0	0	0	0	0	0	13	4	14	2	2	7	1	0
Glyma.15G126800	0	0	0	0	0	0	0	0	21	2	27	1	1	4	1	0
Glyma.15G126900	0	0	0	0	0	0	0	0	12	4	17	3	1	4	2	0
Glyma.15G127800	0	0	0	0	0	0	0	0	14	5	10	2	0	14	3	3
Glyma.15G129500	0	0	0	0	0	0	0	0	32	6	7	2	0	15	3	2
Glyma.15G130700	0	0	0	0	0	0	0	0	19	3	13	1	1	2	3	0
Glyma.15G131700	0	0	0	0	0	0	0	0	20	5	5	2	0	8	1	0
Glyma.15G131800	0	0	0	0	0	0	0	0	25	4	23	6	0	11	4	1
Glyma.15G136200	0	0	0	0	0	0	0	0	24	4	13	4	0	9	5	0
Glyma.15G136600	0	0	0	0	0	0	0	0	17	3	18	2	4	3	2	3
Glyma.15G137300	0	0	0	0	0	0	0	0	18	5	9	1	1	10	5	1
Glyma.15G137700	0	0	0	0	0	0	0	0	35	0	26	2	0	8	5	0
Glyma.15G137900	0	0	0	0	0	0	0	0	15	5	13	0	1	8	0	0
Glyma.15G139000	0	0	0	0	0	0	0	0	27	2	16	0	0	8	16	2
Glyma.15G139600	0	0	0	0	0	0	0	0	34	2	9	1	1	6	1	2
Glyma.15G139900	0	0	0	0	0	0	0	0	20	3	18	0	1	3	3	6
Glyma.15G140900	0	0	0	0	0	0	0	0	17	3	14	5	1	15	3	5
Glyma.15G142700	0	0	0	0	0	0	0	0	13	1	6	3	1	4	1	0
Glyma.15G143100	0	0	0	0	0	0	0	0	25	11	12	4	0	20	5	4
Glyma.15G143700	0	0	0	0	0	0	0	0	30	5	17	3	4	22	3	0
Glyma.15G143800	0	0	0	0	0	0	0	0	22	2	22	0	0	5	8	0
Glyma.15G144500	0	0	0	0	0	0	0	0	18	3	7	2	1	7	1	0
Glyma.15G147200	0	0	0	0	0	0	0	0	12	3	11	3	2	14	5	6
Glyma.15G147300	0	0	0	0	0	0	0	0	27	2	15	4	5	8	3	2
Glyma.15G149200	0	0	0	0	0	0	0	0	37	2	4	2	0	8	1	0
Glyma.15G152700	0	0	0	0	0	0	0	0	24	6	18	8	2	13	3	1
Glyma.15G153600	0	0	0	0	0	0	0	0	23	3	29	3	0	12	4	1
Glyma.15G155300	0	0	0	0	0	0	0	0	44	6	3	1	4	49	3	1
Glyma.15G155400	0	0	0	0	0	0	0	0	23	7	6	1	1	18	0	1
Glyma.15G156500	0	0	0	0	0	0	0	0	27	6	16	0	1	5	3	0
Glyma.15G156900	0	0	0	0	0	0	0	0	33	1	8	15	3	22	2	1
Glyma.15G161000	0	0	0	0	0	0	0	0	30	2	19	0	1	10	1	0
Glyma.15G162900	0	0	0	0	0	0	0	0	19	1	6	2	1	25	1	3
Glyma.15G164000	0	0	0	0	0	0	0	0	20	1	14	1	5	9	1	5
Glyma.15G164100	0	0	0	0	0	0	0	0	18	2	19	7	1	23	3	4
Glyma.15G165100	0	0	0	0	0	0	0	0	21	4	9	14	3	36	0	2
Glyma.15G165900	0	0	0	0	0	0	0	0	32	0	6	0	5	8	1	4
Glyma.15G166000	0	0	0	0	0	0	0	0	24	1	16	4	0	2	1	0
Glyma.15G171500	0	0	0	0	0	0	0	0	19	3	11	0	0	6	0	0
Glyma.15G172500	0	0	0	0	0	0	0	0	20	8	21	1	0	8	4	0
Glyma.15G181200	0	0	0	0	0	0	0	0	19	4	16	0	0	20	4	1
Glyma.15G187633	0	0	0	0	0	0	0	0	13	6	22	2	2	7	6	0
Glyma.15G187750	0	0	0	0	0	0	0	0	15	10	20	3	1	6	6	3
Glyma.15G188800	0	0	0	0	0	0	0	0	18	3	21	3	2	15	3	0
Glyma.15G191600	0	0	0	0	0	0	0	0	33	5	23	0	0	7	5	0
Glyma.15G192100	0	0	0	0	0	0	0	0	11	3	3	2	0	37	1	1
Glyma.15G193300	0	0	0	0	0	0	0	0	27	9	17	6	2	20	0	2
Glyma.15G195100	0	0	0	0	0	0	0	0	27	2	16	0	2	7	1	0
Glyma.15G195600	0	0	0	0	0	0	0	0	19	4	3	3	1	17	2	0
Glyma.15G201300	0	0	0	0	0	0	0	0	27	10	10	3	0	11	5	0
Glyma.15G202000	0	0	0	0	0	0	0	0	14	12	17	2	1	26	0	0
Glyma.15G202100	0	0	0	0	0	0	0	0	18	1	18	2	0	6	11	5
Glyma.15G208200	0	0	0	0	0	0	0	0	21	7	13	8	2	7	5	0
Glyma.15G207700	0	0	0	0	0	0	0	0	17	6	17	4	0	9	0	0
Glyma.15G205500	0	0	0	0	0	0	0	0	11	6	6	2	1	8	2	2
Glyma.15G216000	0	0	0	0	0	0	0	0	17	10	10	1	0	5	4	2
Glyma.15G217100	0	0	0	0	0	0	0	0	16	43	11	12	3	17	5	4
Glyma.15G219600	0	0	0	0	0	0	0	0	8	3	27	2	0	25	1	1
Glyma.15G223000	0	0	0	0	0	0	0	0	27	1	12	0	0	8	1	0
Glyma.15G224200	0	0	0	0	0	0	0	0	26	4	22	1	1	11	3	2
Glyma.15G225300	0	0	0	0	0	0	0	0	24	6	25	3	1	9	2	1
Glyma.15G225932	0	0	0	0	0	0	0	0	29	6	18	3	2	7	1	1
Glyma.15G230700	0	0	0	0	0	0	0	0	28	5	12	1	2	10	1	0
Glyma.15G231700	0	0	0	0	0	0	0	0	26	11	33	5	1	12	7	1
Glyma.15G238500	0	0	0	0	0	0	0	0	27	6	40	0	0	10	9	1
Glyma.15G248900	0	0	0	0	0	0	0	0	25	6	19	1	1	7	0	0
Glyma.15G251900	0	0	0	0	0	0	0	0	20	0	4	2	0	8	3	0
Glyma.15G254500	0	0	0	0	0	0	0	0	16	1	17	4	0	13	0	0
Glyma.15G255800	0	0	0	0	0	0	0	0	19	4	13	1	1	11	1	0
Glyma.15G257600	0	0	0	0	0	0	0	0	20	4	5	17	9	38	0	0
